time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-08-19T17:15:33.400Z,35.8097,-97.4413,3.989,2.7,ml,,102,,0.77,us,usb000s4b3,2014-08-19T22:39:58.532Z,"7km S of Guthrie, Oklahoma",earthquake
2014-08-19T17:14:24.540Z,44.8131667,-111.1541667,11.36,0.71,md,8,245,0.03795,0.08,uu,uu60081622,2014-08-19T19:37:11.890Z,"17km NNW of West Yellowstone, Montana",earthquake
2014-08-19T17:12:20.590Z,5.5691,126.365,57.62,5,mb,,58,1.683,0.94,us,usb000s4as,2014-08-20T01:15:03.387Z,"88km ESE of Caburan, Philippines",earthquake
2014-08-19T17:11:16.000Z,61.5135,-146.3927,18.4,2,ml,,,,0.78,ak,ak11360545,2014-08-19T17:33:15.040Z,"42km N of Valdez, Alaska",earthquake
2014-08-19T17:02:58.870Z,36.1766,66.6134,18.02,4.2,mb,,116,2.57,1.48,us,usb000s4ah,2014-08-20T01:05:39.177Z,"26km NW of Lab-Sar, Afghanistan",earthquake
2014-08-19T17:02:12.300Z,39.6163,-123.4358,7.4,2,Md,13,97.2,0.02694946,0.03,nc,nc72280246,2014-08-19T18:09:09.767Z,"8km SSE of Laytonville, California",earthquake
2014-08-19T17:00:40.000Z,61.4819,-149.9071,35.8,1.8,ml,,,,0.77,ak,ak11360516,2014-08-19T17:20:10.697Z,"5km SSE of Big Lake, Alaska",earthquake
2014-08-19T16:59:41.690Z,44.8091667,-111.1658333,10.6,1.59,ml,15,131,0.04419,0.11,uu,uu60081602,2014-08-19T19:58:48.620Z,"17km NNW of West Yellowstone, Montana",earthquake
2014-08-19T16:58:52.500Z,19.1026,-64.429,58,2.6,Md,4,316.8,0.7051775,0.12,pr,pr14231003,2014-08-20T01:01:33.743Z,"78km NNE of Road Town, British Virgin Islands",earthquake
2014-08-19T16:58:20.620Z,44.77,-111.1348333,12.79,0.83,md,9,150,0.03304,0.09,uu,uu60081597,2014-08-19T20:01:24.980Z,"12km NNW of West Yellowstone, Montana",earthquake
2014-08-19T16:53:17.670Z,33.7273333,-117.8416667,0.03,2.12,ml,8,188,0.159,0.29,ci,ci37259688,2014-08-20T00:55:48.310Z,"2km SW of Tustin, California",earthquake
2014-08-19T16:49:10.000Z,60.1487,-140.9034,4.9,1.1,ml,,,,0.98,ak,ak11360503,2014-08-19T17:00:15.623Z,"85km E of Cape Yakataga, Alaska",earthquake
2014-08-19T16:12:32.148Z,41.8887,-119.628,0,2.44,ml,4,123.45,0.503,0.0742,nn,nn00456518,2014-08-20T02:01:19.479Z,"66km ESE of Lakeview, Oregon",earthquake
2014-08-19T16:11:58.000Z,-27.618,-70.996,50.7,4,mb,,,,2.57,us,usb000s49q,2014-08-20T00:14:41.399Z,"71km WSW of Copiapo, Chile",earthquake
2014-08-19T16:07:48.941Z,41.8799,-119.6403,0,1.62,ml,4,219.85,0.494,0.0959,nn,nn00456520,2014-08-19T17:51:21.119Z,"67km ESE of Lakeview, Oregon",earthquake
2014-08-19T16:03:54.080Z,32.8641667,-116.2415,0.8,1.31,ml,24,92,0.05228,0.3,ci,ci37259680,2014-08-19T16:09:16.780Z,"27km E of Pine Valley, California",earthquake
2014-08-19T15:56:09.000Z,53.4929,-165.2538,33.3,1.3,ml,,,,0.27,ak,ak11360452,2014-08-19T20:42:09.989Z,"79km SSE of Akutan, Alaska",earthquake
2014-08-19T15:54:50.880Z,32.8938333,-116.2748333,6.19,2.04,ml,49,60,0.02899,0.28,ci,ci37259672,2014-08-19T16:06:07.410Z,"25km ENE of Pine Valley, California",earthquake
2014-08-19T15:52:57.000Z,63.095,-151.43,0,1.4,ml,,,,0.56,ak,ak11360446,2014-08-19T16:05:12.686Z,"109km NW of Talkeetna, Alaska",earthquake
2014-08-19T15:38:18.180Z,-22.0481,-179.5004,609.99,5.2,mb,,33,4.86,0.67,us,usd000477j,2014-08-19T23:40:55.258Z,"175km SSW of Ndoi Island, Fiji",earthquake
2014-08-19T15:35:47.360Z,44.4696667,-110.4265,4.49,1.37,md,9,86,0.09227,0.09,uu,uu60081557,2014-08-19T22:44:04.970Z,"32km E of Old Faithful Geyser, Wyoming",earthquake
2014-08-19T15:31:50.000Z,63.0943,-151.4334,0,1,ml,,,,0.49,ak,ak11360428,2014-08-19T15:45:53.960Z,"109km NW of Talkeetna, Alaska",earthquake
2014-08-19T15:16:37.130Z,32.6095,-109.1388,5,3.2,ml,,81,1.145,0.65,us,usb000s48s,2014-08-19T23:14:18.300Z,"49km NW of Lordsburg, New Mexico",earthquake
2014-08-19T15:06:04.000Z,61.1381,-147.1372,0,1.1,ml,,,,0.97,ak,ak11360394,2014-08-19T20:35:32.112Z,"42km W of Valdez, Alaska",earthquake
2014-08-19T14:43:47.500Z,32.79,47.72,14,4.1,mb,,,,0.58,us,usb000s48f,2014-08-19T22:46:20.584Z,"35km SE of Abdanan, Iran",earthquake
2014-08-19T14:43:19.000Z,63.1033,-151.4587,2,2.6,ml,,,,0.92,ak,ak11360376,2014-08-19T22:45:55.399Z,"110km NW of Talkeetna, Alaska",earthquake
2014-08-19T14:32:52.000Z,61.5449,-150.7585,61.4,0.9,ml,,,,0.27,ak,ak11360371,2014-08-19T14:43:58.142Z,"42km W of Big Lake, Alaska",earthquake
2014-08-19T14:32:21.190Z,44.7625,-111.1371667,12.53,0.96,ml,9,138,0.04013,0.13,uu,uu60081507,2014-08-19T17:48:37.970Z,"11km NNW of West Yellowstone, Montana",earthquake
2014-08-19T14:27:17.936Z,41.8923,-119.6353,0,2.73,ml,5,217.92,0.497,0.1072,nn,nn00456489,2014-08-19T22:29:45.663Z,"67km ESE of Lakeview, Oregon",earthquake
2014-08-19T14:13:18.560Z,33.4825,-116.5278333,9.84,0.64,ml,22,120,0.06333,0.13,ci,ci37259656,2014-08-19T14:17:52.040Z,"15km ESE of Anza, California",earthquake
2014-08-19T13:53:52.370Z,32.7678333,-115.4386667,3.64,1.39,ml,15,175,0.038,0.43,ci,ci37259648,2014-08-19T14:00:54.560Z,"7km SW of Holtville, California",earthquake
2014-08-19T13:53:35.020Z,33.0131667,-116.182,10.11,0.94,ml,9,102,0.1137,0.3,ci,ci37259640,2014-08-19T14:00:06.840Z,"32km SSE of Borrego Springs, California",earthquake
2014-08-19T13:43:31.860Z,-5.0962,152.7695,58.68,4.7,mb,,70,1.083,0.67,us,usb000s46s,2014-08-19T21:46:23.766Z,"75km SSW of Taron, Papua New Guinea",earthquake
2014-08-19T13:42:00.200Z,18.0485,-65.43,17,1.9,Md,3,262.8,0.12576414,0.01,pr,pr14231002,2014-08-19T15:49:08.991Z,"6km SE of Esperanza, Puerto Rico",earthquake
2014-08-19T13:40:10.080Z,44.76,-111.1331667,10.54,0.94,ml,11,128,0.04085,0.11,uu,uu60081502,2014-08-19T17:45:00.000Z,"11km NNW of West Yellowstone, Montana",earthquake
2014-08-19T13:39:11.000Z,63.279,-150.8836,24.9,1,ml,,,,1.15,ak,ak11360332,2014-08-19T13:55:33.553Z,"97km W of Cantwell, Alaska",earthquake
2014-08-19T13:38:23.760Z,36.9349,-5.5504,16.81,4.5,mb,,51,0.253,0.59,us,usb000s46p,2014-08-19T21:40:54.476Z,"1km NNW of Puerto Serrano, Spain",earthquake
2014-08-19T13:33:00.080Z,36.1218333,-118.0553333,0,0.96,ml,11,172,0.1624,0.21,ci,ci37259624,2014-08-19T13:37:20.180Z,"52km NE of Kernville, California",earthquake
2014-08-19T13:31:15.000Z,61.9181,-146.8097,26.3,1.4,ml,,,,0.9,ak,ak11360319,2014-08-19T13:43:34.428Z,"69km WSW of Glennallen, Alaska",earthquake
2014-08-19T13:26:23.360Z,42.9496,145.6344,43.92,5.1,mb,,131,2.056,0.64,us,usb000s46j,2014-08-19T21:28:53.871Z,"41km S of Nemuro, Japan",earthquake
2014-08-19T13:19:03.740Z,44.775,-111.1336667,11.27,0.01,md,7,160,0.02868,0.13,uu,uu60081497,2014-08-19T17:14:42.890Z,"12km N of West Yellowstone, Montana",earthquake
2014-08-19T13:16:54.300Z,35.5916,-97.3782,5.715,2.5,ml,,45,,0.61,us,usb000s46z,2014-08-20T00:58:20.562Z,"7km N of Spencer, Oklahoma",earthquake
2014-08-19T13:13:22.000Z,60.5445,-146.9596,24.7,1.3,ml,,,,0.87,ak,ak11360313,2014-08-19T13:21:33.266Z,"65km W of Cordova, Alaska",earthquake
2014-08-19T13:05:58.075Z,41.8807,-119.6319,0,2.46,ml,5,219.93,0.5,0.1408,nn,nn00456488,2014-08-19T18:08:26.000Z,"68km ESE of Lakeview, Oregon",earthquake
2014-08-19T13:04:48.317Z,41.8888,-119.6346,0,2.78,ml,5,218.53,0.498,0.1399,nn,nn00456482,2014-08-19T21:07:21.607Z,"67km ESE of Lakeview, Oregon",earthquake
2014-08-19T12:59:33.000Z,53.3713,-165.7832,42.3,1.3,ml,,,,0.49,ak,ak11360307,2014-08-19T20:15:45.029Z,"74km SE of Unalaska, Alaska",earthquake
2014-08-19T12:41:35.220Z,35.8186,-97.4718,3.46,4.2,mb,,29,0.025,0.69,us,usb000s45z,2014-08-20T12:02:18.532Z,"7km SSW of Guthrie, Oklahoma",earthquake
2014-08-19T12:36:02.980Z,44.746,-111.1321667,8.04,0.22,md,10,103,0.04588,0.1,uu,uu60081482,2014-08-19T17:12:06.490Z,"9km NNW of West Yellowstone, Montana",earthquake
2014-08-19T12:35:15.430Z,34.0198333,-116.7106667,12.76,1.37,ml,47,38,0.05532,0.26,ci,ci37259616,2014-08-19T12:46:23.600Z,"12km WSW of Morongo Valley, California",earthquake
2014-08-19T12:34:07.000Z,59.9404,-151.2131,58.5,1.1,ml,,,,0.02,ak,ak11360287,2014-08-19T12:46:06.947Z,"23km NNE of Fritz Creek, Alaska",earthquake
2014-08-19T12:24:23.794Z,41.8633,-119.6304,1.3977,1.57,ml,5,222.79,0.502,0.0928,nn,nn00456476,2014-08-19T18:48:23.180Z,"73km SE of Lakeview, Oregon",earthquake
2014-08-19T12:19:33.030Z,44.7508333,-111.1313333,9.36,0.04,md,9,110,0.04622,0.12,uu,uu60081477,2014-08-19T17:10:00.760Z,"10km NNW of West Yellowstone, Montana",earthquake
2014-08-19T12:18:39.225Z,41.8646,-119.6215,0,2.45,ml,5,131.13,0.509,0.1968,nn,nn00456467,2014-08-19T18:52:28.600Z,"70km SE of Lakeview, Oregon",earthquake
2014-08-19T12:16:19.220Z,32.5554,47.7497,10,4.3,mb,,123,10.028,1.17,us,usb000s45v,2014-08-19T20:18:58.030Z,"47km ESE of Dehloran, Iran",earthquake
2014-08-19T12:15:46.090Z,33.9895,-116.3601667,1.88,1.06,ml,38,40,0.08336,0.3,ci,ci37259608,2014-08-19T12:26:08.030Z,"10km NE of Desert Edge, California",earthquake
2014-08-19T12:13:55.000Z,60.5765,-143.2764,1.3,1.3,ml,,,,0.49,ak,ak11360284,2014-08-19T12:26:28.898Z,"73km NW of Cape Yakataga, Alaska",earthquake
2014-08-19T12:10:58.307Z,39.3439,-119.9989,5.8677,0.95,ml,17,73.16,0.059,0.1117,nn,nn00456466,2014-08-19T13:07:37.449Z,"10km NNW of Incline Village, Nevada",earthquake
2014-08-19T12:03:02.500Z,45.0828,-122.2935,9.2,1.5,Md,,100.8,0.07186522,0.19,uw,uw60848372,2014-08-20T03:10:58.136Z,"23km ESE of Molalla, Oregon",earthquake
2014-08-19T11:58:48.570Z,44.7491667,-111.134,10.63,0.09,md,8,109,0.04435,0.15,uu,uu60081467,2014-08-19T17:08:25.910Z,"9km NNW of West Yellowstone, Montana",earthquake
2014-08-19T11:51:00.050Z,44.7666667,-111.1406667,12.44,0.47,ml,10,150,0.03824,0.13,uu,uu60081462,2014-08-19T17:05:49.520Z,"11km NNW of West Yellowstone, Montana",earthquake
2014-08-19T11:47:45.300Z,44.7566667,-111.1371667,11.71,1.1,ml,12,125,0.04247,0.12,uu,uu60081457,2014-08-19T17:02:42.350Z,"10km NNW of West Yellowstone, Montana",earthquake
2014-08-19T11:47:03.120Z,44.7545,-111.1346667,11.57,0.21,md,10,119,0.044,0.12,uu,uu60081452,2014-08-19T16:59:04.440Z,"10km NNW of West Yellowstone, Montana",earthquake
2014-08-19T11:46:52.370Z,33.6046667,-116.8211667,9.95,0.43,ml,19,86,0.03365,0.2,ci,ci37259600,2014-08-19T11:50:53.590Z,"14km WNW of Anza, California",earthquake
2014-08-19T11:34:56.980Z,44.7578333,-111.1303333,11.35,1.72,ml,16,121,0.04192,0.14,uu,uu60081447,2014-08-19T16:55:57.230Z,"10km N of West Yellowstone, Montana",earthquake
2014-08-19T11:29:10.084Z,41.8811,-119.6292,1.7414,1.68,ml,5,219.92,0.502,0.1907,nn,nn00456475,2014-08-19T13:00:04.738Z,"68km ESE of Lakeview, Oregon",earthquake
2014-08-19T11:21:59.000Z,51.893,-176.3954,51.5,3.3,ml,,,,0.49,ak,ak11360264,2014-08-19T20:09:34.502Z,"18km E of Adak, Alaska",earthquake
2014-08-19T11:09:50.670Z,44.7593333,-111.1335,11.94,1.05,ml,12,127,0.04155,0.12,uu,uu60081442,2014-08-19T16:48:45.100Z,"11km NNW of West Yellowstone, Montana",earthquake
2014-08-19T11:04:35.000Z,62.3272,-148.1918,46.4,0.9,ml,,,,0.11,ak,ak11360262,2014-08-19T11:12:05.753Z,"68km NNE of Sutton-Alpine, Alaska",earthquake
2014-08-19T11:02:58.880Z,44.7585,-111.1353333,10.92,0.01,md,9,128,0.0429,0.12,uu,uu60081437,2014-08-19T16:44:05.670Z,"10km NNW of West Yellowstone, Montana",earthquake
2014-08-19T11:02:55.954Z,41.887,-119.6332,0,1.58,ml,4,218.86,0.499,0.0599,nn,nn00456474,2014-08-19T12:52:58.459Z,"67km ESE of Lakeview, Oregon",earthquake
2014-08-19T10:55:27.000Z,62.1034,-148.2434,26.5,1.1,ml,,,,0.34,ak,ak11360259,2014-08-19T11:05:52.322Z,"46km NE of Sutton-Alpine, Alaska",earthquake
2014-08-19T10:49:15.200Z,47.3452,-123.063,4.2,0.6,Md,,345.6,0.18864621,0.07,uw,uw60848332,2014-08-19T16:22:19.179Z,"14km N of Shelton, Washington",earthquake
2014-08-19T10:47:26.100Z,35.4518,-92.0633,8.7,2,md,9,136.799989056001,0.2425451,0.22,nm,nm081914a,2014-08-19T18:50:12.604Z,"5km SSW of Heber Springs, Arkansas",earthquake
2014-08-19T10:40:30.260Z,44.7666667,-111.1211667,9.58,-0.29,md,5,189,0.05576,0.14,uu,uu60081432,2014-08-19T16:41:28.430Z,"11km N of West Yellowstone, Montana",earthquake
2014-08-19T10:38:50.970Z,33.4231667,-116.384,13.84,1.53,ml,56,36,0.1059,0.27,ci,ci37259592,2014-08-19T10:49:45.050Z,"18km N of Borrego Springs, California",earthquake
2014-08-19T10:36:58.600Z,19.7853,-155.5728,17,1.4,Md,,90,0.04491576,0.12,hv,hv60752891,2014-08-19T20:11:53.021Z,"28km SSE of Waimea, Hawaii",earthquake
2014-08-19T10:32:55.594Z,41.8828,-119.631,0,2.35,ml,5,219.58,0.501,0.116,nn,nn00456473,2014-08-19T18:57:09.111Z,"69km SE of Lakeview, Oregon",earthquake
2014-08-19T10:32:52.660Z,32.5211,47.6949,10,4.7,mb,,123,10.085,0.89,us,usb000s45j,2014-08-19T18:35:23.893Z,"44km ESE of Dehloran, Iran",earthquake
2014-08-19T10:26:55.150Z,44.7585,-111.1361667,12.12,1.53,ml,15,129,0.04319,0.13,uu,uu60006000,2014-08-19T16:39:22.800Z,"11km NNW of West Yellowstone, Montana",earthquake
2014-08-19T10:16:42.070Z,41.8868,-119.6311,0,2.31,ml,5,218.94,0.501,0.0961,nn,nn00456472,2014-08-19T19:03:24.756Z,"70km SE of Lakeview, Oregon",earthquake
2014-08-19T10:16:15.400Z,44.7643333,-111.139,12.69,1.6,ml,15,144,0.03936,0.11,uu,uu60081422,2014-08-19T16:28:31.740Z,"11km NNW of West Yellowstone, Montana",earthquake
2014-08-19T10:15:20.000Z,61.6328,-149.9799,53.5,2.2,ml,,,,0.9,ak,ak11360247,2014-08-19T10:36:57.273Z,"8km W of Houston, Alaska",earthquake
2014-08-19T10:11:22.000Z,60.0265,-153.0859,134.3,4,ml,,,,0.61,ak,ak11360224,2014-08-19T18:13:53.094Z,"57km SSW of Redoubt Volcano, Alaska",earthquake
2014-08-19T09:59:39.000Z,63.3923,-150.0632,100,2.3,ml,,,,0.66,ak,ak11360218,2014-08-19T10:10:36.362Z,"55km W of Cantwell, Alaska",earthquake
2014-08-19T09:55:36.300Z,38.8055,-122.7608,0.2,1.8,Md,11,75.6,0.02694946,0.04,nc,nc72280166,2014-08-19T10:46:06.143Z,"3km WSW of Cobb, California",earthquake
2014-08-19T09:45:49.500Z,35.6623,-121.0637,4.1,1.2,Md,7,104.4,0.06288207,0.01,nc,nc72280161,2014-08-19T10:44:05.958Z,"11km N of Cambria, California",earthquake
2014-08-19T09:19:31.282Z,41.8825,-119.6357,0.2008,1.8,ml,5,219.54,0.497,0.1286,nn,nn00456471,2014-08-19T19:08:01.257Z,"69km SE of Lakeview, Oregon",earthquake
2014-08-19T09:16:11.180Z,34.2745,-117.01,9.97,0.69,ml,8,95,0.07491,0.13,ci,ci37259584,2014-08-19T09:20:18.770Z,"9km WNW of Big Bear Lake, California",earthquake
2014-08-19T09:15:10.000Z,60.9172,-149.3617,72.3,1.2,ml,,,,0.69,ak,ak11360216,2014-08-19T09:26:13.905Z,"40km WNW of Whittier, Alaska",earthquake
2014-08-19T09:13:16.404Z,41.8946,-119.6309,1.2754,3.42,ml,6,103.79,0.5,0.1977,nn,nn00456465,2014-08-20T04:22:01.328Z,"68km SE of Lakeview, Oregon",earthquake
2014-08-19T09:10:28.000Z,61.2774,-152.2813,0,1.7,ml,,,,0.66,ak,ak11360213,2014-08-19T09:20:00.947Z,"84km NW of Nikiski, Alaska",earthquake
2014-08-19T09:05:47.000Z,57.2726,-155.5995,36.7,2.1,ml,,,,0.83,ak,ak11360212,2014-08-19T09:13:55.491Z,"101km WSW of Larsen Bay, Alaska",earthquake
2014-08-19T08:56:34.000Z,47.8462,-123.1593,4.9,0.3,Md,,291.6,0.1706799,0.37,uw,uw60848297,2014-08-19T16:16:28.405Z,"26km S of Sequim, Washington",earthquake
2014-08-19T08:50:30.500Z,44.3903,-124.4087,0,1.7,Md,,226.8,0.49407341,0.32,uw,uw60848292,2014-08-19T16:08:21.515Z,"27km W of Waldport, Oregon",earthquake
2014-08-19T08:44:49.984Z,41.8826,-119.638,0,1.75,ml,5,219.46,0.496,0.1203,nn,nn00456559,2014-08-19T21:09:35.204Z,"67km ESE of Lakeview, Oregon",earthquake
2014-08-19T08:43:59.170Z,32.7985,-116.0853333,10.02,1.05,ml,18,69,0.1316,0.21,ci,ci37259576,2014-08-19T08:48:42.370Z,"36km W of Seeley, California",earthquake
2014-08-19T08:39:37.200Z,33.2198333,-116.036,6.66,1.15,ml,32,83,0.07334,0.35,ci,ci37259568,2014-08-19T08:50:46.970Z,"11km SW of Salton City, California",earthquake
2014-08-19T08:36:57.109Z,41.8922,-119.6307,0.5214,1.51,ml,4,218.07,0.501,0.1588,nn,nn00456470,2014-08-19T12:44:11.466Z,"67km ESE of Lakeview, Oregon",earthquake
2014-08-19T08:35:04.455Z,41.8936,-119.6439,0.2874,1.43,ml,4,217.49,0.491,0.0288,nn,nn00456558,2014-08-19T20:27:50.599Z,"66km ESE of Lakeview, Oregon",earthquake
2014-08-19T08:25:50.760Z,34.3358333,-116.8246667,4.26,1.26,ml,32,71,0.1082,0.22,ci,ci37259560,2014-08-19T08:36:36.400Z,"8km NNE of Big Bear City, California",earthquake
2014-08-19T08:25:48.290Z,-4.8332,150.8119,24.82,4.9,mb,,75,1.491,0.85,us,usb000s44j,2014-08-19T16:29:10.801Z,"108km NE of Kimbe, Papua New Guinea",earthquake
2014-08-19T08:24:08.800Z,48.1782,-122.5692,27.7,1.1,Md,,68.4,0.11678099,0.23,uw,uw60848282,2014-08-20T04:04:35.095Z,"3km W of Camano, Washington",earthquake
2014-08-19T08:23:39.000Z,60.2914,-151.4658,55.1,2.7,ml,,,,0.7,ak,ak11360195,2014-08-19T16:26:14.666Z,"12km SW of Cohoe, Alaska",earthquake
2014-08-19T08:20:03.760Z,41.8032,-119.6204,0,1.67,ml,3,232.45,0.518,0.1355,nn,nn00456556,2014-08-20T02:03:50.775Z,"75km SE of Lakeview, Oregon",earthquake
2014-08-19T08:12:26.080Z,33.8693333,-118.1826667,6.4,1.31,ml,17,81,0.0131,0.35,ci,ci37259552,2014-08-19T08:17:31.040Z,"3km SW of Paramount, California",earthquake
2014-08-19T08:11:08.111Z,41.8919,-119.6443,1.4973,1.46,ml,4,217.77,0.491,0.0296,nn,nn00456555,2014-08-19T20:09:47.868Z,"66km ESE of Lakeview, Oregon",earthquake
2014-08-19T08:07:55.850Z,33.9971667,-116.3515,1.34,0.86,ml,19,71,0.07872,0.26,ci,ci37259544,2014-08-19T08:12:10.210Z,"11km NE of Desert Edge, California",earthquake
2014-08-19T08:07:25.622Z,41.8639,-119.6271,0.3767,1.92,ml,4,222.76,0.505,0.1022,nn,nn00456553,2014-08-20T02:06:01.020Z,"70km SE of Lakeview, Oregon",earthquake
2014-08-19T08:03:38.926Z,41.857,-119.635,1.3701,3.02,ml,6,105.2,0.5,0.1199,nn,nn00456464,2014-08-20T03:14:39.684Z,"69km ESE of Lakeview, Oregon",earthquake
2014-08-19T07:56:49.005Z,41.8898,-119.629,0,1.74,ml,3,218.49,0.502,0.1367,nn,nn00456549,2014-08-19T19:51:01.982Z,"68km ESE of Lakeview, Oregon",earthquake
2014-08-19T07:48:41.610Z,33.465,-116.4518333,8.97,0.35,ml,13,112,0.1291,0.06,ci,ci37259536,2014-08-19T07:53:40.960Z,"22km ESE of Anza, California",earthquake
2014-08-19T07:48:39.000Z,45.9093,-120.4898,17.9,1.6,Md,,72,0.21559567,0.2,uw,uw60848262,2014-08-20T04:13:22.106Z,"27km ENE of Goldendale, Washington",earthquake
2014-08-19T07:42:30.580Z,34.0551667,-117.1093333,12.32,0.94,ml,26,38,0.052,0.24,ci,ci37259528,2014-08-19T07:47:04.370Z,"2km SE of Mentone, California",earthquake
2014-08-19T07:37:40.980Z,33.464,-116.4576667,8.91,1.23,ml,48,48,0.06499,0.24,ci,ci37259520,2014-08-19T07:48:29.110Z,"22km ESE of Anza, California",earthquake
2014-08-19T07:37:35.400Z,19.7982,-68.013,9,3.4,Md,12,324,1.57295006,0.36,pr,pr14231001,2014-08-19T15:40:05.999Z,"140km NNE of Punta Cana, Dominican Republic",earthquake
2014-08-19T07:35:38.858Z,41.8732,-119.6385,1.3698,1.29,ml,4,221,0.496,0.1182,nn,nn00456533,2014-08-19T18:42:44.237Z,"68km ESE of Lakeview, Oregon",earthquake
2014-08-19T07:29:47.730Z,33.6708333,-116.7158333,17.73,1,ml,32,52,0.04328,0.15,ci,ci37259512,2014-08-19T07:34:36.170Z,"7km S of Idyllwild, California",earthquake
2014-08-19T07:28:23.000Z,61.1737,-148.1375,35.8,1.8,ml,,,,1.08,ak,ak11360190,2014-08-19T07:35:25.922Z,"53km NNE of Whittier, Alaska",earthquake
2014-08-19T07:27:50.060Z,34.333,-120.2658333,0.03,2.88,ml,39,121,0.2135,0.35,ci,ci37259504,2014-08-19T20:27:24.584Z,"31km SSW of Solvang, California",earthquake
2014-08-19T07:07:49.260Z,44.7521667,-111.1341667,11.42,0.73,ml,9,115,0.04422,0.14,uu,uu60081417,2014-08-19T16:23:21.640Z,"10km NNW of West Yellowstone, Montana",earthquake
2014-08-19T07:03:26.098Z,41.8835,-119.6454,0.7385,2.12,ml,4,219.14,0.49,0.1281,nn,nn00456469,2014-08-20T02:15:57.114Z,"71km SE of Lakeview, Oregon",earthquake
2014-08-19T06:56:03.000Z,57.2725,-157.0603,100,2.6,ml,,,,0.79,ak,ak11360187,2014-08-19T14:58:39.430Z,"153km NE of Chignik Lake, Alaska",earthquake
2014-08-19T06:52:01.598Z,41.8861,-119.635,0,1.39,ml,4,218.97,0.498,0.1947,nn,nn00456461,2014-08-19T13:17:41.061Z,"67km ESE of Lakeview, Oregon",earthquake
2014-08-19T06:46:05.193Z,41.8897,-119.6262,0.6713,3.23,ml,5,123.5,0.504,0.0762,nn,nn00456460,2014-08-20T03:26:09.070Z,"69km ESE of Lakeview, Oregon",earthquake
2014-08-19T06:43:47.790Z,34.2725,-117.0176667,2.77,1.77,ml,77,23,0.0186,0.22,ci,ci37259496,2014-08-19T06:54:56.990Z,"10km WNW of Big Bear Lake, California",earthquake
2014-08-19T06:39:03.109Z,41.8631,-119.6314,0.9226,2.09,ml,5,222.8,0.502,0.1291,nn,nn00456459,2014-08-20T02:25:45.247Z,"72km SE of Lakeview, Oregon",earthquake
2014-08-19T06:37:48.700Z,36.407,-120.9883,6.3,2.1,Md,71,64.8,0.02694946,0.09,nc,nc72280106,2014-08-19T17:39:06.546Z,"24km ENE of Greenfield, California",earthquake
2014-08-19T06:37:22.790Z,44.8056667,-111.1483333,9.9,-0.1,md,8,239,0.03126,0.13,uu,uu60081412,2014-08-19T16:20:45.600Z,"16km NNW of West Yellowstone, Montana",earthquake
2014-08-19T06:36:14.900Z,47.567,-122.8443,20.5,0.3,Md,,144,0.00898315,0.08,uw,uw60848187,2014-08-19T16:31:11.194Z,"8km S of Seabeck, Washington",earthquake
2014-08-19T06:32:48.838Z,41.8871,-119.6059,0,1.82,ml,4,219.53,0.519,0.1401,nn,nn00456458,2014-08-20T02:29:31.646Z,"74km SE of Lakeview, Oregon",earthquake
2014-08-19T06:27:07.290Z,36.6334991,-121.0943298,9.75,0.89,md,7,80,0.02759,0.09,nc,nc72280101,2014-08-19T06:43:05.373Z,"31km NE of Soledad, California",earthquake
2014-08-19T06:26:07.880Z,34.1913333,-118.7168333,10.85,2.47,ml,86,37,0.05899,0.27,ci,ci37259480,2014-08-20T01:30:33.089Z,"4km ENE of Oak Park, California",earthquake
2014-08-19T06:24:14.941Z,41.8717,-119.6473,0.5304,1.45,ml,4,221.05,0.489,0.068,nn,nn00456457,2014-08-19T07:24:15.026Z,"67km ESE of Lakeview, Oregon",earthquake
2014-08-19T06:17:16.361Z,41.8893,-119.6314,0,1.7,ml,4,218.52,0.5,0.1083,nn,nn00456456,2014-08-19T07:24:05.293Z,"67km ESE of Lakeview, Oregon",earthquake
2014-08-19T06:15:20.813Z,41.8699,-119.6254,0.973,1.88,ml,4,221.84,0.506,0.1104,nn,nn00456455,2014-08-19T07:16:20.265Z,"69km ESE of Lakeview, Oregon",earthquake
2014-08-19T06:08:17.000Z,61.1528,-147.3396,0.3,1.3,ml,,,,1.74,ak,ak11360177,2014-08-19T06:19:37.320Z,"53km W of Valdez, Alaska",earthquake
2014-08-19T06:06:26.510Z,6.7768,-73.0626,158.98,4.6,mb,,83,0.844,0.96,us,usb000s421,2014-08-19T14:09:02.510Z,"10km NNW of Aratoca, Colombia",earthquake
2014-08-19T05:57:07.840Z,41.84,-119.6411,0,1.71,ml,4,226.35,0.497,0.1899,nn,nn00456454,2014-08-19T13:17:29.464Z,"70km ESE of Lakeview, Oregon",earthquake
2014-08-19T05:55:03.000Z,59.9777,-141.51,4.1,1.6,ml,,,,1.1,ak,ak11360176,2014-08-19T06:01:51.547Z,"52km E of Cape Yakataga, Alaska",earthquake
2014-08-19T05:49:32.534Z,41.8775,-119.6417,0,1.91,ml,4,220.22,0.493,0.0938,nn,nn00456453,2014-08-20T02:40:52.934Z,"69km SE of Lakeview, Oregon",earthquake
2014-08-19T05:39:28.597Z,41.9005,-119.6771,0,1.67,ml,3,215.47,0.466,0.205,nn,nn00456449,2014-08-19T06:55:12.100Z,"63km ESE of Lakeview, Oregon",earthquake
